1,0,65,0,0,"Default fallback -EmoteTalkQuestion","Shrug",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
22,0,60,1,0,"All - Talk","Talk",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
23,0,66,1,0,"All - Bow","Bow",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
24,0,67,1,0,"All - Wave","Wave",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
25,0,68,1,0,"All - Cheer","Cheer",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
26,0,73,1,0,"All - Rude","Rude",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
27,0,74,1,0,"All - Roar","Roar",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
28,0,78,1,0,"All - Chicken","Chicken",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
41,1,160,1,0,"All - FX - Frost Nova","Icy Finale",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,1,
42,2,6908,1,64,"Gnome - FemaleLaugh","",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711884,0,
61,0,213,1,0,"Dance Ready","Ready",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
62,0,214,1,512,"Blood Elf - Female - Dance Var 2","DO NOT TRANSLATE",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711712,0,
63,0,215,1,512,"Blood Elf - Female - Dance Var 3","DO NOT TRANSLATE",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711712,3,
64,0,216,1,512,"Blood Elf - Female - Dance Var 4","DO NOT TRANSLATE",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711712,0,
65,0,217,1,512,"Blood Elf - Female - Dance Var 5","DO NOT TRANSLATE",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711712,4,
66,0,218,1,512,"Blood Elf - Female - Dance Var 6","DO NOT TRANSLATE",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711712,0,
67,0,219,1,512,"Blood Elf - Female - Dance Var 7","DO NOT TRANSLATE",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711712,0,
68,0,220,1,512,"Blood Elf - Female - Dance Var 8","DO NOT TRANSLATE",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711712,2,
69,0,221,1,512,"Blood Elf - Female - Dance Var 9","DO NOT TRANSLATE",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711712,0,
70,0,222,1,512,"Blood Elf - Female - Dance Var 10","DO NOT TRANSLATE",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711712,0,
82,3,2,1,0,"Hold - 2 Sec","Hold for two seconds",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
83,3,4,1,0,"Hold - 4 Sec","Hold for four seconds",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
84,4,5,1,0,"Repeat - 5 Sec","Repeat for five seconds",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
85,4,10,1,0,"Repeat - 10 Sec","Repeat for ten seconds",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16711932,0,
