35,6,0,0,-8851.658203,498.551758,111.256020,0,0,0,0,
36,6,1,0,-8853.766602,496.569763,111.515030,0,0,0,0,
37,6,2,0,-8869.408203,486.372498,116.432892,0,0,0,0,
38,6,3,0,-8937.974609,447.695740,122.100639,0,0,0,0,
39,6,4,0,-9025.542969,501.720215,122.100639,0,0,0,0,
40,6,5,0,-9109.894531,473.546661,148.989227,0,0,0,0,
41,6,6,0,-9247.455078,381.143951,152.142624,0,0,0,0,
42,6,7,0,-9328.747070,433.829010,130.615204,0,0,0,0,
43,6,8,0,-9380.046875,432.532562,78.040192,0,0,0,0,
44,6,9,0,-9451.379883,386.520172,56.928711,0,0,0,0,
45,6,10,0,-9524.627930,368.067810,53.430069,0,0,0,0,
46,6,11,0,-9601.132813,407.540039,52.476254,0,0,0,0,
47,6,12,0,-9686.165039,469.800903,40.712029,0,0,0,0,
48,6,13,0,-9734.622070,552.163879,39.323143,0,0,0,0,
2918,6,14,0,-9742.764648,621.352417,37.924843,0,0,0,0,
2919,6,15,0,-9790.908203,641.051208,44.374607,0,0,0,0,
2920,6,16,0,-9847.742188,632.785461,44.148697,0,0,0,0,
2921,6,17,0,-9941.953125,634.823120,44.329136,0,0,0,0,
2922,6,18,0,-10000.455078,691.705872,38.249725,0,0,0,0,
2923,6,19,0,-10034.644531,787.493347,31.297611,0,0,0,0,
2924,6,20,0,-10054.439453,872.945068,42.682510,0,0,0,0,
2925,6,21,0,-10139.359375,931.711609,46.935810,0,0,0,0,
2926,6,22,0,-10255.112305,986.271362,39.568214,0,0,0,0,
2927,6,23,0,-10310.583984,1070.447144,51.851315,0,0,0,0,
2928,6,24,0,-10364.250977,1112.398071,43.315498,0,0,0,0,
2929,6,25,0,-10489.653320,1100.476196,59.453438,0,0,0,0,
2930,6,26,0,-10588.319336,1075.879028,47.026142,0,0,0,0,
2931,6,27,0,-10629.065430,1039.445557,37.954334,0,0,0,0,
68,7,0,0,-10628.539063,1040.068970,35.094147,0,0,0,0,
69,7,1,0,-10627.923828,1043.553223,35.319057,0,0,0,0,
70,7,2,0,-10624.309570,1055.370972,37.653366,0,0,0,0,
71,7,3,0,-10609.964844,1097.778198,43.052830,0,0,0,0,
72,7,4,0,-10504.487305,1142.775024,52.092537,0,0,0,0,
73,7,5,0,-10424.169922,1068.108521,58.975220,0,0,0,0,
74,7,6,0,-10308.545898,1046.854126,58.327713,0,0,0,0,
75,7,7,0,-10210.656250,931.045044,58.419529,0,0,0,0,
76,7,8,0,-10184.708008,811.825562,43.814114,0,0,0,0,
77,7,9,0,-10197.823242,634.420715,30.076761,0,0,0,0,
78,7,10,0,-10174.335938,554.780518,29.162828,0,0,0,0,
79,7,11,0,-10100.251953,513.253235,32.325184,0,0,0,0,
80,7,12,0,-9946.886719,506.598755,37.318863,0,0,0,0,
81,7,13,0,-9881.448242,524.318604,37.474499,0,0,0,0,
82,7,14,0,-9814.705078,523.479370,37.575493,0,0,0,0,
83,7,15,0,-9756.676758,540.989502,43.890141,0,0,0,0,
84,7,16,0,-9709.989258,517.121582,45.583591,0,0,0,0,
85,7,17,0,-9690.505859,464.964478,40.528168,0,0,0,0,
86,7,18,0,-9599.502930,406.553284,44.542480,0,0,0,0,
87,7,19,0,-9534.182617,366.775116,60.369167,0,0,0,0,
88,7,20,0,-9466.773438,373.824066,60.319500,0,0,0,0,
89,7,21,0,-9380.501953,433.038849,76.560318,0,0,0,0,
90,7,22,0,-9279.559570,422.025116,159.305542,0,0,0,0,
91,7,23,0,-9127.248047,269.238129,162.683319,0,0,0,0,
92,7,24,0,-9039.432617,381.596191,145.877762,0,0,0,0,
2934,7,25,0,-8918.275391,423.101959,132.604904,0,0,0,0,
2935,7,26,0,-8833.164063,479.762543,112.095619,0,0,0,0,
119,8,0,0,-9433.929688,-2238.758789,70.680054,0,0,0,0,
120,8,1,0,-9436.162109,-2240.107422,71.479042,0,0,0,0,
121,8,2,0,-9445.475586,-2244.032471,74.465904,0,0,0,0,
122,8,3,0,-9471.324219,-2250.822510,81.712738,0,0,0,0,
123,8,4,0,-9507.948242,-2244.839111,97.671127,0,0,0,0,
124,8,5,0,-9543.871094,-2197.870605,101.948509,0,0,0,0,
125,8,6,0,-9606.378906,-2086.053955,77.637444,0,0,0,0,
126,8,7,0,-9555.000977,-2000.303345,80.116653,0,0,0,0,
127,8,8,0,-9632.947266,-1875.717896,84.195992,0,0,0,0,
128,8,9,0,-9625.083008,-1769.786255,109.455429,0,0,0,0,
129,8,10,0,-9693.007813,-1586.187256,131.617752,0,0,0,0,
130,8,11,0,-9805.717773,-1424.023926,111.909157,0,0,0,0,
