1,"World\Generic\ActiveDoodads\Chest02\Chest02.mdx",0,1277,0,0,0,0,0,0,0,0,-0.260733,-0.451229,0.007418,0.260617,0.449360,0.686414,0.000000,
2,"World\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterStuck01.mdx",0,0,0,0,0,0,0,0,0,0,-0.325455,-0.337294,0.001487,0.350791,0.310531,0.990646,0.000000,
3,"World\Azeroth\Stranglethorn\Buildings\TrollWatchTower\TrollWatchTower.mdx",0,0,0,0,0,0,0,0,0,0,-5.358705,-6.206873,-0.018554,7.331823,6.693990,14.530236,0.000000,
4,"World\Generic\Human\Passive Doodads\Wardrobe\DuskwoodWardrobe02.mdx",0,0,0,0,0,0,0,0,0,0,-0.319810,-0.986400,0.004530,1.094419,0.993903,2.802941,0.000000,
5,"World\Generic\Troll\Passive Doodads\TrollTablets\TrollTablet.mdx",0,0,0,0,0,0,0,0,0,0,-0.765516,-1.652674,-0.301773,0.052263,1.628192,4.432925,0.000000,
6,"World\Azeroth\Elwynn\PassiveDoodads\Statue\LionStatue.mdx",0,0,0,0,0,0,0,0,0,0,-4.303809,-5.194985,-1.000119,4.289940,4.961264,12.124715,0.000000,
7,"World\Azeroth\Elwynn\PassiveDoodads\jugs\jug02.mdx",0,0,0,0,0,0,0,0,0,0,-0.266556,-0.264553,0.002714,0.256744,0.268632,0.650797,0.000000,
8,"World\Generic\Human\Passive Doodads\Footlockers\DuskwoodFootLocker01.mdx",0,0,0,0,0,0,0,0,0,0,-0.305242,-0.698802,-0.005984,0.303308,0.690087,0.467640,0.000000,
9,"World\Generic\PassiveDoodads\Barrel\BrokenBarrel02.mdx",0,0,0,0,0,0,0,0,0,0,-1.234735,-0.580024,-0.035215,0.428833,0.815669,1.018483,0.000000,
10,"World\Generic\ActiveDoodads\Chest01\Chest01.mdx",1282,1277,1281,1278,0,0,0,0,0,0,-0.393670,-0.590816,0.012198,0.393554,0.588955,0.630732,0.000000,
11,"World\Generic\Human\Passive Doodads\Sarcophagi\Sarcophagus.mdx",0,0,0,0,0,0,0,0,0,0,-1.632770,-0.547135,-0.216284,1.469702,0.568490,1.012251,0.000000,
12,"World\Azeroth\Duskwood\PassiveDoodads\Tombs\WoodCross02.mdx",0,0,0,0,0,0,0,0,0,0,-0.111867,-0.353790,-0.298858,0.119604,0.386132,2.008659,0.000000,
13,"WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\FARMDOOR01TEST.MDX",0,0,0,0,0,0,0,0,0,0,-2.816260,-0.418783,-1.708820,0.041067,0.418783,1.708820,0.000000,
14,"World\Generic\Human\Passive Doodads\Meat\BloodyMeat01.mdx",0,0,0,0,0,0,0,0,0,0,-1.186601,-1.222721,-0.348854,0.806619,0.931032,1.182612,0.000000,
15,"WORLD\GENERIC\ORC\PASSIVE DOODADS\WANTEDPOSTERS\WANTEDPOSTERSCROLL01.MDX",0,0,0,0,0,0,0,0,0,0,-0.106445,-0.680752,0.802495,0.225400,0.704943,2.806001,0.000000,
17,"World\Generic\Orc\Passive Doodads\WantedPosters\WantedPosterFramed01.mdx",0,0,0,0,0,0,0,0,0,0,-0.214216,-0.506724,-1.652187,0.116202,0.522480,2.497427,0.000000,
18,"World\Azeroth\Westfall\PassiveDoodads\Crate\WestFallCrate.mdx",0,0,0,0,0,0,0,0,0,0,-0.428923,-0.763771,0.003345,0.428923,0.764006,0.503345,0.000000,
19,"World\Azeroth\Duskwood\PassiveDoodads\Tombs\TombStone07.mdx",0,0,0,0,0,0,0,0,0,0,-0.219444,-0.508333,-0.147632,0.219444,0.508333,1.426113,0.000000,
20,"World\Azeroth\Duskwood\PassiveDoodads\Tombs\DirtMound01.mdx",0,0,0,0,0,0,0,0,0,0,-1.692881,-1.063639,-0.010465,1.692881,1.004258,0.666919,0.000000,
21,"World\Generic\Orc\Passive Doodads\Jars\JarOrc02.mdx",0,0,0,0,0,0,0,0,0,0,-0.207902,-0.244864,0.000000,0.207059,0.234292,0.550984,0.000000,
22,"World\Generic\Human\Passive Doodads\SignPosts\WoodSignPointerWorn01.mdx",0,0,0,0,0,0,0,0,0,0,0.417629,-0.984875,2.660958,0.650702,1.292585,3.518984,0.000000,
25,"World\Generic\PassiveDoodads\BindStone\NewBindStone.mdx",0,0,0,0,0,0,0,0,0,0,-2.030113,-3.055414,-0.239334,2.592509,3.023229,9.040523,0.000000,
26,"World\Generic\Human\Passive Doodads\SignPosts\WoodSignPointerNice01.mdx",0,0,0,0,0,0,0,0,0,0,-0.090289,-0.807625,3.463157,0.090290,0.864858,3.907382,0.000000,
27,"World\Generic\Human\Passive Doodads\SignPosts\StoneSignPointer01.mdx",0,0,0,0,0,0,0,0,0,0,-0.166120,-0.846560,2.846081,0.166117,1.409833,3.906655,0.000000,
28,"World\Generic\ActiveDoodads\Bushes\BerryBush01.mdx",0,0,0,0,0,0,0,0,0,0,-1.427991,-1.991418,-0.556910,1.436570,1.539283,2.262655,0.000000,
30,"World\Generic\Human\Passive Doodads\GunShop\GunShopPowderKegOpen.mdx",0,0,0,0,0,0,0,0,0,0,-0.355893,-0.347724,-0.000389,0.355385,0.369838,1.091050,0.000000,
31,"World\Generic\Human\Passive Doodads\Crates\StormwindCrate01.mdx",0,0,0,0,0,0,0,0,0,0,-0.615704,-0.661954,0.000000,0.615704,0.661954,1.242970,0.000000,
32,"World\Generic\PassiveDoodads\Barrel\Barrel01.mdx",0,0,0,0,0,0,0,0,0,0,-0.430319,-0.467806,-0.001256,0.428833,0.524257,0.992064,0.000000,
33,"World\Generic\Dwarf\Passive Doodads\PowderKegs\PowderKeg01.mdx",0,0,0,0,0,0,0,0,0,0,-0.308737,-0.360661,-0.001209,0.309601,0.353334,0.967672,0.000000,
36,"World\Generic\Human\Passive Doodads\CargoBoxes\DeadMineCargoBoxes.mdx",0,0,0,0,0,0,0,0,0,0,-1.278243,-1.143335,-0.019199,1.294208,1.119530,1.759557,0.000000,
39,"World\Generic\Human\Passive Doodads\Chairs\GeneralChairLoEnd01.mdx",0,0,0,0,0,0,0,0,0,0,-0.998546,-0.553206,-0.006989,0.178930,0.553206,1.327819,0.000000,
41,"World\Generic\ActiveDoodads\Chest03\Chest03.mdx",0,1277,0,0,0,0,0,0,0,0,-0.394601,-0.590637,0.005024,0.393600,0.589135,0.623557,0.000000,
42,"World\Generic\PassiveDoodads\ParticleEmitters\Bubbles01.mdx",0,0,0,0,0,0,0,0,0,0,-0.049065,-0.026798,-0.121093,0.047085,0.056471,-0.061791,0.000000,
43,"World\Generic\Human\Passive Doodads\BookStacks\GeneralBookStackTall01.mdx",0,0,0,0,0,0,0,0,0,0,-0.535453,-0.232566,-0.000655,0.259489,0.617248,0.711104,0.000000,
45,"World\Generic\PassiveDoodads\ParticleEmitters\Blacksmith_smoke.mdx",0,0,0,0,0,0,0,0,0,0,1.000000,1.000000,1.000000,-1.000000,-1.000000,-1.000000,0.000000,
47,"World\Azeroth\SwampOSorrow\PassiveDoodads\Plants\SwampSorrowRoot03.mdx",0,0,0,0,0,0,0,0,0,0,-1.292971,-1.178714,-0.609380,1.292971,1.807275,3.799574,0.000000,
48,"World\Generic\ActiveDoodads\Rocks\GemRock01.mdx",0,0,0,0,0,0,0,0,0,0,-2.012936,-2.029193,-2.339579,1.019300,2.058547,3.609710,0.000000,
49,"World\Lordaeron\TirisfalGlade\PassiveDoodads\Graves\TirisfallGraveDirtMound01.mdx",0,0,0,0,0,0,0,0,0,0,-2.172897,-2.187397,-0.552710,2.192411,2.177912,0.831943,0.000000,
51,"World\Generic\PassiveDoodads\Furniture\Containers\TitanChest.mdx",0,11982,0,11983,0,0,0,0,0,0,-1.704678,-2.409838,-0.158941,1.353499,2.428247,2.189532,0.000000,
52,"World\Generic\PassiveDoodads\Furniture\Containers\TitanVase01.mdx",0,0,0,0,0,0,0,0,0,0,-1.209374,-1.236598,-0.088221,1.256398,1.229175,3.147975,0.000000,
53,"World\Generic\PassiveDoodads\Furniture\Containers\TitanVase02.mdx",0,0,0,0,0,0,0,0,0,0,-0.683890,-0.696972,-0.060746,0.730914,0.717832,3.175451,0.000000,
56,"World\Generic\Dwarf\Passive Doodads\Steins\DwarvenStein02.mdx",0,0,0,0,0,0,0,0,0,0,-0.146553,-0.192744,0.002717,0.150837,0.276062,0.632111,0.000000,
58,"World\Azeroth\Elwynn\PassiveDoodads\BattleGladeShield1\BattleGladeShield1.mdx",0,0,0,0,0,0,0,0,0,0,-0.589119,-0.742139,-0.005180,1.075570,0.462492,0.099701,0.000000,
60,"World\Azeroth\Duskwood\PassiveDoodads\Bush\Pumpkin01.mdx",0,0,0,0,0,0,0,0,0,0,-0.833388,-0.963887,-0.429949,0.859423,2.474886,1.529106,0.000000,
63,"World\Generic\Human\Passive Doodads\Flowers\FlowersBunch02.mdx",0,0,0,0,0,0,0,0,0,0,-0.215349,-0.428978,-0.114426,0.236487,0.389100,0.336756,0.000000,
70,"World\Generic\Human\Passive Doodads\Weapons&Armor\HumanMace02.mdx",0,0,0,0,0,0,0,0,0,0,-0.369800,-0.170200,-0.103035,0.989139,0.163201,0.185699,0.000000,
90,"World\Azeroth\Stranglethorn\PassiveDoodads\Waterfall\StranglethornWaterfall01.mdx",0,0,0,0,0,0,0,0,0,0,-1.587188,-2.419453,0.000000,0.268263,2.416873,8.734192,0.000000,
91,"World\Generic\Human\Passive Doodads\Chairs\GeneralMedChair01.mdx",0,0,0,0,0,0,0,0,0,0,-0.870825,-0.584937,-0.110371,0.151192,0.584937,1.652847,0.000000,
92,"World\Generic\Human\Passive Doodads\Chairs\GeneralChairHighEnd01.mdx",0,0,0,0,0,0,0,0,0,0,-0.763096,-0.801293,-0.002386,0.152754,0.800121,2.080039,0.000000,
95,"World\Generic\PassiveDoodads\ParticleEmitters\HouseSmoke.mdx",0,0,0,0,0,0,0,0,0,0,-1.329676,-1.143207,-0.060634,1.068442,1.150644,9.051079,0.000000,
100,"World\Generic\PassiveDoodads\Lights\Candle01.mdx",0,0,0,0,0,0,0,0,0,0,-0.118402,-0.121084,0.000000,0.121457,0.118775,0.564088,0.000000,
105,"World\Generic\Human\Passive Doodads\Books\BookMedium01.mdx",0,0,0,0,0,0,0,0,0,0,-0.113822,-0.222141,0.000167,0.098408,0.225543,0.604028,0.000000,
107,"World\Generic\Human\Passive Doodads\BookStacks\GeneralBookStackShort01.mdx",0,0,0,0,0,0,0,0,0,0,-0.535453,-0.232566,0.000000,0.259489,0.337557,0.350056,0.000000,
112,"World\Generic\Dwarf\Passive Doodads\PowderKegs\PowderKegFused.mdx",0,0,0,0,0,0,0,0,0,0,-0.308737,-0.360661,-0.001209,0.309601,0.353334,0.967672,0.000000,
113,"World\Generic\PassiveDoodads\Crate02\Crate02.mdx",0,0,0,0,0,0,0,0,0,0,-0.435710,-0.763771,0.003151,0.428923,0.764007,0.503345,0.000000,
114,"World\Generic\Human\Passive Doodads\Food&Utensils\TurkeyLeg.mdx",0,0,0,0,0,0,0,0,0,0,-0.420042,-0.193695,-0.006253,0.433622,0.175587,0.347467,0.000000,
119,"World\Lordaeron\SilverPine\PassiveDoodads\bushes\SilverPineBush01.mdx",0,0,0,0,0,0,0,0,0,0,-3.207876,-3.246394,-0.330685,3.093184,2.679648,2.701597,0.000000,
124,"World\Azeroth\RedRidge\PassiveDoodads\RowBoat\RowBoat01.mdx",0,0,0,0,0,0,0,0,0,0,-6.756660,-1.306907,-0.197767,1.583432,2.983114,1.457720,0.000000,
130,"World\Generic\Human\Passive Doodads\WeaponRacks\GeneralWeaponrack01.mdx",0,0,0,0,0,0,0,0,0,0,-0.598371,-0.348473,-0.123033,0.694301,0.708826,2.785502,0.000000,
131,"World\Azeroth\Elwynn\PassiveDoodads\Catapult\Catapult.mdx",0,0,0,0,0,0,0,0,0,0,-3.937864,-4.903472,0.012082,5.206622,4.936445,3.407319,0.000000,
133,"World\Generic\PassiveDoodads\ParticleEmitters\SunkenFlame01.mdx",0,0,0,0,0,0,0,0,0,0,-0.112680,-0.120727,-0.025467,0.099025,0.108448,-0.000460,0.000000,
134,"World\Azeroth\Duskwood\PassiveDoodads\Fence\RockWallRubble.mdx",0,0,0,0,0,0,0,0,0,0,-0.877033,-0.788389,0.011984,0.393397,0.580761,0.818833,0.000000,
137,"World\Generic\Human\Passive Doodads\BookShelves\DuskwoodBookshelf03.mdx",0,0,0,0,0,0,0,0,0,0,-0.316860,-1.410794,-0.010439,0.566149,1.395629,3.227385,0.000000,
138,"World\Azeroth\Westfall\PassiveDoodads\WestfallChair\WestfallChair.mdx",0,0,0,0,0,0,0,0,0,0,-0.454154,-0.340754,-0.015295,0.210390,0.290682,0.531843,0.000000,
139,"World\Generic\Human\Passive Doodads\Statues\StatueKhadgar.mdx",0,0,0,0,0,0,0,0,0,0,-7.514433,-6.347859,-0.045016,8.462882,7.271800,28.572968,0.000000,
