341,1107331083,21,0.000000,0.000000,0.000000,0.000000,7.000000,19.290001,0.000000,1.000000,0.000000,4.000000,37,38,-1.#QNAN0,91,128,123,0.000000,7.000000,19.290001,0.000000,1.000000,0.000000,4.000000,37,38,39,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.000000,0.000000,1,
1964,407797898,14,0.000000,-0.750000,-5.000000,0.000000,7.000000,19.290001,0.000000,0.000000,1.000000,4.000000,37,38,-1.#QNAN0,32,17,5,0.000000,30.000000,30.000000,0.000000,0.000000,0.000000,0.000000,17,32,10,0.000000,0.000000,-0.087266,-1.#QNAN0,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.500000,0.000000,1,
1965,9,5,-0.150000,0.000000,-0.050000,0.000000,7.000000,19.290001,0.000000,0.000000,1.000000,4.000000,37,38,-1.#QNAN0,102,128,123,0.000000,7.000000,19.290001,0.000000,0.000000,1.000000,4.000000,37,38,39,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.000000,0.000000,1,
121,33621015,0,0.000000,0.000000,-0.380000,0.000000,7.000000,19.290001,0.000000,1.000000,0.000000,4.000000,37,38,-1.#QNAN0,102,128,123,0.000000,7.000000,19.290001,0.000000,1.000000,0.000000,4.000000,37,38,39,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.000000,0.000000,1,
365,1644234775,13,0.000000,0.000000,0.000000,0.000000,7.000000,19.290001,0.000000,1.000000,0.000000,4.000000,37,38,-1.#QNAN0,91,128,123,0.000000,7.000000,19.290001,0.000000,1.000000,0.000000,4.000000,37,38,39,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.000000,0.000000,1,
366,33554435,14,0.000000,0.000000,0.000000,0.000000,7.000000,19.290001,0.000000,1.000000,0.000000,4.000000,37,38,-1.#QNAN0,91,128,123,0.000000,7.000000,19.290001,0.000000,1.000000,0.000000,4.000000,37,38,39,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.000000,0.000000,1,
367,33554435,15,0.000000,0.000000,0.000000,0.000000,7.000000,19.290001,0.000000,1.000000,0.000000,4.000000,37,38,-1.#QNAN0,91,128,123,0.000000,7.000000,19.290001,0.000000,1.000000,0.000000,4.000000,37,38,39,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.000000,0.000000,1,
368,33554435,16,0.000000,0.000000,0.000000,0.000000,7.000000,19.290001,0.000000,1.000000,0.000000,4.000000,37,38,-1.#QNAN0,91,128,123,0.000000,7.000000,19.290001,0.000000,1.000000,0.000000,4.000000,37,38,39,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.000000,0.000000,1,
502,33587211,21,0.000000,0.000000,0.000000,0.000000,7.000000,19.230000,0.000000,1.000000,0.000000,4.000000,37,38,0.000000,91,91,91,0.000000,7.000000,19.230000,0.000000,1.000000,0.000000,4.000000,37,38,39,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.000000,0.000000,1,
522,33587209,21,0.000000,0.000000,0.000000,0.000000,7.000000,19.230000,0.000000,1.000000,0.000000,4.000000,37,38,0.000000,91,91,91,0.000000,7.000000,19.230000,0.000000,1.000000,0.000000,4.000000,37,38,39,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.000000,0.000000,1,
541,33587215,13,0.000000,0.000000,-5.000000,0.000000,7.000000,19.290001,0.000000,0.000000,1.000000,4.000000,37,38,-1.#QNAN0,102,40,123,0.000000,7.000000,19.290001,0.000000,0.000000,1.000000,4.000000,37,38,39,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.000000,0.000000,1,
581,33587273,-1,0.000000,0.000000,0.000000,0.000000,12.000000,4.000000,0.000000,0.000000,10.000000,10.000000,37,40,-1.#QNAN0,102,128,123,0.000000,7.000000,19.290001,0.000000,0.000000,1.000000,4.000000,37,38,181,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.000000,0.000000,1,
682,33587215,21,0.000000,0.000000,0.000000,0.000000,7.000000,19.290001,0.000000,0.000000,1.000000,4.000000,37,38,-1.#QNAN0,91,91,91,0.000000,7.000000,19.290001,0.000000,0.000000,1.000000,4.000000,37,38,39,0.000000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,0.000000,0.000000,1,
