143,524288,1.047000,1.047000,0.000000,0.000000,1902,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
32,595063,1.047000,1.047000,-0.698100,1.396000,561,701,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
29,524288,1.047000,1.047000,0.000000,0.000000,422,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
26,550519,3.142000,0.523600,-0.698100,1.396000,365,366,367,368,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
40,524288,1.047000,1.047000,0.000000,0.000000,682,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
49,536615,1.047000,1.047000,0.000000,0.000000,821,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
7,524301,1.000000,3.142000,0.000000,0.000000,541,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
8,1630575,1.571000,1.047000,-0.523600,0.785400,261,461,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
46,524288,1.047000,1.047000,0.000000,0.000000,767,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
69,524288,2.094000,1.047000,0.000000,0.000000,1321,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
57,528871,0.349100,1.047000,0.000000,0.000000,961,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
156,1434128,3.142000,5.236000,0.174500,-0.785400,1986,1987,0,0,0,0,0,0,0.261799,1.000000,1.500000,0.000000,0.000000,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
31,524320,0.174500,1.047000,0.000000,0.000000,522,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
104,524288,1.047000,1.047000,0.000000,0.000000,1549,1550,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
132,565248,3.142000,3.142000,0.000000,0.000000,1866,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
134,565248,3.142000,3.142000,0.000000,0.000000,1869,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
68,263795,1.047000,1.047000,-0.436300,0.349100,1301,0,0,0,0,0,0,0,0.174533,1.000000,1.500000,0.174533,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
102,524288,1.047000,1.047000,0.000000,0.000000,1541,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
135,524288,1.047000,1.047000,0.000000,0.000000,1871,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
30,524288,1.047000,1.047000,0.000000,0.000000,502,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
70,524288,3.142000,1.047000,0.000000,0.000000,1323,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
115,528423,3.142000,1.047000,0.000000,0.000000,1641,1642,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
74,565630,1.571000,1.571000,-1.047000,0.785400,1383,1384,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
91,524288,1.047000,1.047000,0.000000,0.000000,1472,1473,1474,1475,1476,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
92,3936887,1.047000,1.047000,-0.349100,0.698100,1483,0,0,0,0,0,0,0,0.610865,1.600000,2.600000,0.314159,0.000000,0.000000,-1.#QNAN0,"",0.000000,0.000000,"",1.570796,1.570796,
14,524291,1.047000,1.047000,0.000000,0.000000,203,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
78,528869,0.349100,1.047000,-1.571000,1.571000,1422,0,0,0,0,0,0,0,0.000000,1.000000,1.500000,0.000000,-1.#QNAN0,-1.#QNAN0,-1.#QNAN0,"",0.000000,0.000000,"",0.000000,0.000000,
