21,1,0,0,0,1,
22,1,0,1,2,0,
23,1,0,2,3,0,
24,1,0,3,4,0,
25,1,0,4,5,0,
26,1,0,5,6,0,
27,1,0,6,7,0,
28,1,0,7,8,0,
29,1,0,8,9,0,
30,1,0,9,10,0,
31,1,0,10,11,0,
32,1,0,11,12,0,
34,1,1,0,2,0,
35,1,1,1,3,0,
36,1,1,2,4,0,
37,1,1,3,5,0,
38,1,1,4,6,0,
39,1,1,5,7,0,
40,1,1,6,8,0,
41,1,1,7,9,0,
42,1,1,8,10,0,
43,1,1,9,11,0,
44,1,1,10,12,0,
45,1,1,11,13,0,
46,1,1,12,14,0,
47,1,1,13,15,0,
48,1,1,14,16,0,
49,1,1,15,17,0,
50,1,1,16,18,0,
51,1,1,17,19,0,
52,1,1,18,20,0,
53,2,0,0,0,1,
54,2,0,1,2,0,
55,2,0,2,3,0,
56,2,0,3,4,0,
57,2,0,4,5,0,
58,2,0,5,6,0,
59,2,0,6,7,0,
60,2,1,0,2,0,
61,2,1,1,3,0,
62,2,1,2,4,0,
63,2,1,3,5,0,
64,2,1,4,6,0,
65,2,1,5,7,0,
66,2,1,6,8,0,
69,6,0,0,2,0,
70,6,0,1,3,0,
71,6,0,2,4,0,
72,6,0,3,5,0,
73,6,0,4,6,0,
74,6,0,5,7,0,
75,6,0,6,8,0,
76,6,0,7,9,0,
78,6,1,0,2,0,
79,6,1,1,3,0,
80,6,1,2,4,0,
81,6,1,3,5,0,
82,6,1,4,6,0,
85,3,0,0,0,1,
86,3,0,1,2,0,
87,3,0,2,3,0,
88,3,0,3,4,0,
89,3,0,4,5,0,
90,3,0,5,6,0,
91,3,0,6,7,0,
92,3,0,7,8,0,
93,3,0,8,9,0,
94,3,0,9,10,0,
95,3,0,10,11,0,
97,3,1,0,2,0,
98,3,1,1,3,0,
99,3,1,2,4,0,
100,3,1,3,5,0,
101,3,1,4,6,0,
102,3,1,5,7,0,
103,3,1,6,8,0,
104,3,1,7,9,0,
105,3,1,8,10,0,
106,3,1,9,11,0,
107,3,1,10,12,0,
108,3,1,11,13,0,
109,3,1,12,14,0,
110,3,1,13,15,0,
112,4,0,0,2,0,
113,4,0,1,3,0,
114,4,0,2,4,0,
115,4,0,3,5,0,
116,4,0,4,6,0,
117,4,0,5,7,0,
118,4,0,6,8,0,
120,4,1,0,2,0,
121,4,1,1,3,0,
122,4,1,2,4,0,
123,4,1,3,5,0,
124,4,1,4,6,0,
125,4,1,5,7,0,
126,4,1,6,8,0,
127,5,0,0,0,1,
128,5,0,1,2,0,
129,5,0,2,3,0,
130,5,0,3,4,0,
131,5,0,4,5,0,
132,5,0,5,6,0,
133,5,0,6,7,0,
134,5,0,7,8,0,
135,5,0,8,9,0,
136,5,0,9,10,0,
138,5,1,0,2,0,
139,5,1,1,3,0,
140,5,1,2,4,0,
141,5,1,3,5,0,
142,5,1,4,6,0,
143,5,1,5,7,0,
144,5,1,6,8,0,
145,5,1,7,9,0,
146,5,1,8,10,0,
147,5,1,9,11,0,
148,7,0,0,0,1,
149,7,0,1,2,0,
150,7,0,2,3,0,
151,7,0,3,4,0,
152,7,0,4,5,0,
153,7,0,5,6,0,
154,7,0,6,7,0,
159,7,1,0,2,0,
160,7,1,1,3,0,
161,7,1,2,4,0,
162,7,1,3,5,0,
163,7,1,4,6,0,
164,7,1,5,7,0,
165,7,1,6,8,0,
169,8,0,1,2,0,
170,8,0,2,3,0,
172,8,0,4,5,0,
173,8,0,5,6,0,
176,8,1,0,2,0,
177,8,1,1,3,0,
178,8,1,3,5,0,
179,8,1,2,4,0,
180,8,1,4,6,0,
181,8,0,3,4,0,
201,6,1,5,7,0,
202,6,1,6,8,0,
221,8,0,0,0,0,
241,9,0,0,1,0,
242,9,0,0,2,1,
243,9,0,0,1,0,
244,9,0,0,2,1,
246,10,0,0,2,0,
247,14,0,0,1,0,
248,11,0,0,2,0,
249,11,1,0,2,0,
250,10,1,1,3,0,
251,10,1,2,4,0,
252,10,0,2,4,0,
253,10,0,1,3,0,
254,11,0,1,3,0,
256,10,0,3,5,0,
257,10,0,4,6,0,
258,10,0,5,7,0,
259,10,0,6,8,0,
260,10,0,7,9,0,
261,10,0,8,10,0,
262,10,0,9,11,0,
263,10,0,10,12,0,
264,12,0,0,2,0,
265,12,1,0,2,0,
266,11,1,1,3,0,
267,11,1,2,4,0,
268,11,1,3,5,0,
269,11,1,4,6,0,
270,11,1,5,7,0,
271,11,1,6,8,0,
272,11,1,7,9,0,
273,11,1,8,10,0,
274,11,1,9,11,0,
275,11,1,10,12,0,
276,11,0,2,4,0,
277,11,0,3,5,0,
278,11,0,4,6,0,
279,11,0,5,7,0,
280,11,0,6,8,0,
281,11,0,7,9,0,
282,10,1,3,5,0,
283,10,1,4,6,0,
284,10,1,5,7,0,
285,10,1,6,8,0,
286,10,1,7,9,0,
287,10,1,8,10,0,
288,10,1,9,11,0,
289,10,1,10,12,0,
290,10,1,11,13,0,
291,10,1,12,14,0,
292,10,1,13,15,0,
293,10,1,14,16,0,
294,13,0,0,0,0,
295,13,1,0,0,0,
297,14,1,0,0,0,
298,15,0,0,0,0,
299,15,1,0,0,0,
301,14,0,1,2,0,
302,14,0,2,3,0,
303,10,1,0,2,0,
304,16,0,2,3,0,
305,16,1,0,0,0,
306,17,0,6,7,1,
307,17,1,0,0,0,
312,8,0,0,0,0,
313,8,0,0,0,0,
314,16,0,0,0,0,
315,16,0,1,2,0,
316,16,0,3,4,0,
317,16,0,4,5,0,
318,16,0,5,6,0,
319,18,0,0,0,0,
320,18,1,0,0,0,
321,18,0,1,2,0,
322,18,0,2,3,0,
323,18,0,3,4,0,
324,18,0,4,5,0,
325,18,0,5,6,0,
327,17,0,0,1,0,
328,17,0,2,3,1,
329,17,0,3,4,1,
330,17,0,4,5,1,
331,17,0,1,2,1,
332,17,0,5,6,1,
