1,0,"ElwFlo01.mdl",0,
2,1,"ElwFlo02.mdl",0,
3,2,"ElwFlo03.mdl",0,
4,3,"ElwGra01.mdl",0,
5,4,"ElwGra02.mdl",0,
6,5,"ElwGra03.mdl",0,
7,6,"ElwGra04.mdl",0,
8,7,"ElwGra05.mdl",0,
9,8,"ElwGra06.mdl",0,
10,9,"ElwGra07.mdl",0,
11,10,"ElwGra08.mdl",0,
12,11,"ElwRoc01.mdl",0,
13,12,"ElwRoc02.mdl",0,
14,13,"ElwFlo03.mdl",0,
15,14,"WesWea04.mdl",0,
16,15,"WesWea03.mdl",0,
17,16,"WesWea02.mdl",0,
18,17,"WesWea01.mdl",0,
19,18,"WesShe03.mdl",0,
20,19,"WesShe02.mdl",0,
21,20,"WesShe01.mdl",0,
22,21,"WesRoc02.mdl",0,
23,22,"WesRoc01.mdl",0,
24,23,"WesGra04.mdl",0,
25,24,"WesGra03.mdl",0,
26,25,"WesGra02.mdl",0,
27,26,"WesGra01.mdl",0,
28,27,"WesFlo01.mdl",0,
29,28,"WesBus03.mdl",0,
30,29,"WesBus02.mdl",0,
31,30,"WesBus01.mdl",0,
32,31,"DskFlo02.mdl",0,
33,32,"DskGra01.mdl",0,
34,33,"DskFlo01.mdl",0,
35,34,"DskGra02.mdl",0,
36,35,"DskGra03.mdl",0,
37,36,"DskGra04.mdl",0,
38,37,"DskGra05.mdl",0,
39,38,"DskGra06.mdl",0,
40,39,"RedBus01.mdl",0,
41,40,"RedRoc02.mdl",0,
42,41,"RedRoc01.mdl",0,
43,42,"RedGra02.mdl",0,
44,43,"RedGra01.mdl",0,
45,44,"RedFlo04.mdl",0,
46,45,"RedFlo03.mdl",0,
47,46,"RedFlo02.mdl",0,
48,47,"RedFlo01.mdl",0,
49,48,"RedBus02.mdl",0,
50,49,"StlGra03.mdl",0,
51,50,"StlGra02.mdl",0,
52,51,"StlGra01.mdl",0,
53,52,"StlFlo01.mdl",0,
54,53,"StlFlo03.mdl",0,
55,54,"StlFlo02.mdl",0,
56,55,"StlFlo05.mdl",0,
57,56,"StlFlo04.mdl",0,
58,57,"StlBus03.mdl",0,
59,58,"StlBus02.mdl",0,
60,59,"StlBus01.mdl",0,
61,60,"StlRoc01.mdl",0,
62,61,"StlRoc02.mdl",0,
63,62,"BlaRoc01.mdl",0,
64,63,"BlaRoc02.mdl",0,
65,64,"BlaRoc03.mdl",0,
66,65,"BlaRoc04.mdl",0,
67,66,"BlaRoc11.mdl",0,
68,67,"BlaRoc12.mdl",0,
69,68,"BlaRoc13.mdl",0,
70,69,"BlaRoc05.mdl",0,
71,70,"BlaRoc06.mdl",0,
72,71,"BlaRoc07.mdl",0,
73,72,"BlaRoc08.mdl",0,
74,73,"SosBus02.mdl",0,
75,74,"SosBus05.mdl",0,
76,75,"SosBus03.mdl",0,
77,76,"SosFlo03.mdl",0,
78,77,"SosFlo02.mdl",0,
79,78,"SosFlo01.mdl",0,
80,79,"SosGra07.mdl",0,
81,80,"SosGra05.mdl",0,
82,81,"SosGra04.mdl",0,
83,82,"SosGra02.mdl",0,
84,83,"SosBus01.mdl",0,
85,84,"SosGra01.mdl",0,
86,85,"BadBus01.mdl",0,
87,86,"BadBus02.mdl",0,
88,87,"BadBus03.mdl",0,
89,88,"BadBus04.mdl",0,
90,89,"BadBus05.mdl",0,
91,90,"BadBus06.mdl",0,
92,91,"BadBus07.mdl",0,
93,92,"BadBus08.mdl",0,
94,93,"BadGra01.mdl",0,
95,94,"BadGra02.mdl",0,
96,95,"BadRoc01.mdl",0,
97,96,"BadRoc02.mdl",0,
98,97,"BadRoc03.mdl",0,
99,98,"BstBra01.mdl",0,
100,118,"BstBra02.mdl",0,
101,100,"BstBra03.mdl",0,
102,112,"BstBra04.mdl",0,
103,102,"BstBra05.mdl",0,
104,114,"BstBra06.mdl",0,
105,104,"BstBra07.mdl",0,
106,116,"BstBra08.mdl",0,
107,106,"BstRoc01.mdl",0,
108,107,"BstRoc02.mdl",0,
109,108,"BstRoc03.mdl",0,
110,109,"BstRoc04.mdl",0,
111,110,"BstRoc05.mdl",0,
112,117,"DunGra04.mdl",0,
113,99,"DunGra03.mdl",0,
114,111,"DunGra02.mdl",0,
115,101,"DunGra01.mdl",0,
116,113,"DunBus01.mdl",0,
117,103,"DunBus02.mdl",0,
118,115,"DunBus03.mdl",0,
119,105,"DunBra04.mdl",0,
120,119,"DwpWea04.mdl",0,
121,120,"DwpWea03.mdl",0,
122,121,"DwpWea02.mdl",0,
123,122,"DwpWea01.mdl",0,
124,123,"DwpRoc03.mdl",0,
125,124,"DwpRoc02.mdl",0,
126,125,"DwpRoc01.mdl",0,
127,126,"DwpGra03.mdl",0,
128,127,"DwpGra02.mdl",0,
129,128,"DwpGra01.mdl",0,
130,129,"DwpBra03.mdl",0,
131,130,"DwpBra02.mdl",0,
132,131,"DwpBra01.mdl",0,
133,132,"WetGra03.mdl",0,
134,133,"WetGra02.mdl",0,
135,134,"WetGra01.mdl",0,
136,135,"WetFlo04.mdl",0,
