2,2,2,2,0,0,0.000000,0.000000,0.000000,1,5,6,0,0,0.000000,0.000000,0.000000,25,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0.000000,0.000000,0.000000,
4,2,2,2,0,0,0.000000,0.000000,0.000000,1,5,6,0,0,0.000000,0.000000,0.000000,50,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0.000000,0.000000,0.000000,
5,0,2,2,2,0,0.000000,0.000000,0.000000,0,1,5,6,0,0.000000,0.000000,0.000000,0,1,0,0,0,0.000000,0.000000,0.000000,0,1,0,0,0,0.000000,0.000000,0.000000,
8,2,0,0,0,0,0.000000,0.000000,0.000000,2,0,0,0,0,0.000000,0.000000,0.000000,25,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
9,2,0,0,0,0,0.000000,0.000000,0.000000,2,0,0,0,0,0.000000,0.000000,0.000000,50,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
10,2,0,0,0,0,0.000000,0.000000,0.000000,2,0,0,0,0,0.000000,0.000000,0.000000,75,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
11,2,0,0,0,0,0.000000,0.000000,0.000000,2,0,0,0,0,0.000000,0.000000,0.000000,100,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
12,2,0,0,0,0,0.000000,0.000000,0.000000,4,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
13,0,2,0,0,0,0.000000,0.000000,0.000000,0,4,0,0,0,0.000000,0.000000,0.000000,0,50,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
14,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
15,1,0,0,0,0,0.000000,0.000000,0.000000,2629,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
17,2,2,2,0,0,0.000000,0.000000,0.000000,1,5,6,0,0,0.000000,0.000000,0.000000,75,0,0,0,0,0.000000,0.000000,0.000000,1,0,0,0,0,0.000000,0.000000,0.000000,
18,2,0,0,0,0,0.000000,0.000000,0.000000,3,0,0,0,0,0.000000,0.000000,0.000000,25,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
19,2,0,0,0,0,0.000000,0.000000,0.000000,3,0,0,0,0,0.000000,0.000000,0.000000,50,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
20,2,0,0,0,0,0.000000,0.000000,0.000000,3,0,0,0,0,0.000000,0.000000,0.000000,75,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
21,2,0,0,0,0,0.000000,0.000000,0.000000,3,0,0,0,0,0.000000,0.000000,0.000000,100,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
22,2,0,0,0,0,0.000000,0.000000,0.000000,3,0,0,0,0,0.000000,0.000000,0.000000,125,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
23,0,2,2,2,0,0.000000,0.000000,0.000000,0,1,5,6,0,0.000000,0.000000,0.000000,0,25,0,0,0,0.000000,0.000000,0.000000,0,1,0,0,0,0.000000,0.000000,0.000000,
24,0,2,2,2,0,0.000000,0.000000,0.000000,0,1,5,6,0,0.000000,0.000000,0.000000,0,70,0,0,0,0.000000,0.000000,0.000000,0,1,0,0,0,0.000000,0.000000,0.000000,
25,2,0,0,0,0,0.000000,0.000000,0.000000,3,0,0,0,0,0.000000,0.000000,0.000000,150,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
26,2,0,0,0,0,0.000000,0.000000,0.000000,2,0,0,0,0,0.000000,0.000000,0.000000,125,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
27,2,0,0,0,0,0.000000,0.000000,0.000000,2,0,0,0,0,0.000000,0.000000,0.000000,150,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
29,2,0,0,0,0,0.000000,0.000000,0.000000,2,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
30,2,0,0,0,0,0.000000,0.000000,0.000000,2,0,0,0,0,0.000000,0.000000,0.000000,15,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
31,2,0,0,0,0,0.000000,0.000000,0.000000,2,0,0,0,0,0.000000,0.000000,0.000000,70,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
32,2,0,0,0,0,0.000000,0.000000,0.000000,2,0,0,0,0,0.000000,0.000000,0.000000,115,0,0,0,0,0.000000,0.000000,0.000000,0,0,0,0,0,0.000000,0.000000,0.000000,
