1,13,9,117,118,0,0.000000,0.000000,1,2,1,1,1,0,0.000000,
2,0,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
5,0,0,26045,26044,0,0.000000,0.000000,40,2,0,0,0,0,0.000000,
6,0,0,26045,26044,0,0.000000,0.000000,20,1,0,0,0,0,0.000000,
7,0,0,26044,0,0,0.000000,0.000000,8,0,0,0,0,0,0.000000,
18,0,0,26045,0,0,0.000000,0.000000,100,0,0,0,0,0,0.000000,
21,0,978,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
22,0,1630,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
24,0,1304,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
26,0,3261,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
53,0,0,24579,0,0,0.000000,0.000000,5,0,0,0,0,0,0.000000,
54,0,0,24581,0,0,0.000000,0.000000,5,0,0,0,0,0,0.000000,
55,0,0,24581,0,0,0.000000,0.000000,10,0,0,0,0,0,0.000000,
56,0,0,24579,0,0,0.000000,0.000000,10,0,0,0,0,0,0.000000,
65,0,0,24581,0,0,0.000000,0.000000,15,0,0,0,0,0,0.000000,
66,1,1,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
69,0,0,24579,0,0,0.000000,0.000000,15,0,0,0,0,0,0.000000,
76,0,0,24581,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
77,0,0,24579,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
94,19125,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
95,6885,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
98,22950,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
99,8500,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
100,0,0,24245,0,0,0.000000,0.000000,1,0,0,0,0,0,0.000000,
102,0,0,24245,0,0,0.000000,0.000000,2,0,0,0,0,0,0.000000,
103,0,0,24245,0,0,0.000000,0.000000,25,0,0,0,0,0,0.000000,
104,0,0,24245,0,0,0.000000,0.000000,15,0,0,0,0,0,0.000000,
115,16983,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
125,22950,0,29024,0,0,0.000000,0.000000,10,0,0,0,0,0,0.000000,
127,15300,0,29024,0,0,0.000000,0.000000,10,0,0,0,0,0,0.000000,
129,11934,0,20560,0,0,0.000000,0.000000,10,0,0,0,0,0,0.000000,
131,30600,0,20560,0,0,0.000000,0.000000,40,0,0,0,0,0,0.000000,
133,0,2283,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
146,0,870,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
148,0,2739,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
165,9435,0,20559,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
169,9435,0,20558,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
170,9435,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
171,14280,0,29024,0,0,0.000000,0.000000,40,0,0,0,0,0,0.000000,
172,14280,0,20559,0,0,0.000000,0.000000,40,0,0,0,0,0,0.000000,
173,12750,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
194,0,0,28558,0,0,0.000000,0.000000,18,0,0,0,0,0,0.000000,
201,16524,0,20559,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
202,10098,0,20560,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
203,16065,0,20560,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
204,16065,0,20558,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
205,10098,0,20559,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
293,0,0,28558,0,0,0.000000,0.000000,50,0,0,0,0,0,0.000000,
298,0,0,28558,0,0,0.000000,0.000000,8,0,0,0,0,0,0.000000,
348,15300,0,29024,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
359,20400,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
360,20400,0,20560,0,0,0.000000,0.000000,40,0,0,0,0,0,0.000000,
386,15300,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
388,0,0,24245,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
423,0,0,20560,20559,20558,0.000000,0.000000,30,30,30,0,0,0,0.000000,
427,2805,0,20559,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
428,2805,0,20560,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
444,4335,0,20560,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
460,1,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
463,13770,0,20559,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
464,13005,0,20560,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
465,8415,0,20559,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
488,4590,0,20558,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
489,4590,0,20560,0,0,0.000000,0.000000,25,0,0,0,0,0,0.000000,
490,10200,0,20558,0,0,0.000000,0.000000,40,0,0,0,0,0,0.000000,
491,1530,0,20558,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
492,1530,0,20558,0,0,0.000000,0.000000,10,0,0,0,0,0,0.000000,
495,4590,0,20559,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
496,2380,0,20560,0,0,0.000000,0.000000,10,0,0,0,0,0,0.000000,
497,2720,0,20560,0,0,0.000000,0.000000,15,0,0,0,0,0,0.000000,
501,8415,0,20559,0,0,0.000000,0.000000,40,0,0,0,0,0,0.000000,
520,2805,0,20559,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
532,1530,0,20560,0,0,0.000000,0.000000,10,0,0,0,0,0,0.000000,
533,1530,0,20560,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
541,8415,0,20560,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
542,13005,0,20558,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
565,15300,0,20559,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
567,15300,0,20559,0,0,0.000000,0.000000,40,0,0,0,0,0,0.000000,
634,2805,0,0,0,0,0.000000,0.000000,0,0,0,0,0,0,0.000000,
652,4590,0,20559,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
653,4335,0,20558,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
701,10200,0,20558,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
702,4760,0,20560,0,0,0.000000,0.000000,25,0,0,0,0,0,0.000000,
746,8160,0,20559,0,0,0.000000,0.000000,40,0,0,0,0,0,0.000000,
747,5100,0,20558,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
748,8925,0,20558,0,0,0.000000,0.000000,40,0,0,0,0,0,0.000000,
774,1530,0,20559,0,0,0.000000,0.000000,10,0,0,0,0,0,0.000000,
821,428,0,20558,0,0,0.000000,0.000000,40,0,0,0,0,0,0.000000,
822,65,0,20558,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
823,65,0,20558,0,0,0.000000,0.000000,10,0,0,0,0,0,0.000000,
826,214,0,20558,0,0,0.000000,0.000000,30,0,0,0,0,0,0.000000,
837,632,0,20558,0,0,0.000000,0.000000,40,0,0,0,0,0,0.000000,
838,95,0,20558,0,0,0.000000,0.000000,20,0,0,0,0,0,0.000000,
839,95,0,20558,0,0,0.000000,0.000000,10,0,0,0,0,0,0.000000,
