177,106,1923,2,
178,106,172,3,
179,107,1911,1,
180,107,1911,2,
181,107,171,3,
182,108,1935,1,
183,108,1935,2,
184,108,169,3,
185,110,127,1,
186,110,127,2,
187,110,2248,3,
188,109,2028,1,
189,109,2028,2,
190,109,129,3,
191,102,1923,1,
192,102,172,2,
193,102,2249,3,
194,103,1911,1,
195,103,171,2,
196,103,2250,3,
197,101,1935,1,
198,101,169,2,
199,101,2251,3,
200,105,127,1,
201,105,2248,2,
202,105,2252,3,
203,104,2028,1,
204,104,129,2,
205,104,2253,3,
206,121,2254,1,
207,121,348,2,
208,121,2255,3,
209,122,2256,1,
210,122,131,2,
211,122,2257,3,
212,117,2258,1,
213,117,201,2,
214,117,2259,3,
215,120,2260,1,
216,120,202,2,
217,120,2261,3,
218,116,2262,1,
219,116,203,2,
220,116,2263,3,
221,118,2264,1,
222,118,204,2,
223,118,2265,3,
224,119,2266,1,
225,119,205,2,
226,119,2267,3,
241,141,2283,1,
242,141,2283,2,
243,141,2283,3,
261,161,2290,1,
262,161,565,2,
263,161,2291,3,
281,181,2360,1,
282,181,2360,2,
283,181,2360,3,
284,182,2361,1,
285,182,2361,2,
286,182,2361,3,
287,183,2337,1,
288,183,2337,2,
289,183,2337,3,
290,184,2283,3,
291,184,2283,1,
292,184,2283,2,
293,185,2365,1,
294,185,2365,2,
295,185,2365,3,
296,186,2366,1,
297,186,2366,2,
298,186,2366,3,
299,187,2362,1,
300,187,2362,2,
301,187,2362,3,
302,188,2283,1,
303,188,2283,2,
304,188,2283,3,
305,189,2363,1,
306,189,2363,2,
307,189,2363,3,
308,190,2364,1,
309,190,2364,2,
310,190,2364,3,
311,191,2359,3,
312,191,2359,1,
313,191,2359,2,
314,192,1758,1,
315,192,1758,2,
316,192,1758,3,
317,193,1923,1,
318,193,1923,2,
319,193,1923,3,
320,194,2400,1,
321,194,2400,2,
322,194,2400,3,
323,195,2401,1,
324,195,2401,2,
325,195,2401,3,
326,196,127,1,
327,196,127,2,
328,196,127,3,
329,197,2402,1,
330,197,2402,2,
331,197,2402,3,
341,181,2360,4,
342,182,2361,4,
343,183,2337,4,
344,184,2342,4,
345,185,2365,4,
346,186,2366,4,
347,187,2362,4,
348,188,2342,4,
349,189,2363,4,
350,190,2364,4,
351,191,2359,4,
352,192,1758,4,
353,102,2249,4,
354,103,2250,4,
355,101,2251,4,
356,105,2252,4,
357,104,2253,4,
358,63,2237,4,
359,70,2238,4,
360,43,2279,4,
361,46,2277,4,
362,51,2280,4,
363,48,2281,4,
364,64,2239,4,
365,67,2240,4,
366,83,2242,4,
367,45,2278,4,
368,73,2241,4,
369,161,2291,4,
370,121,2255,4,
371,122,2257,4,
372,117,2259,4,
373,120,2261,4,
374,116,2263,4,
375,118,2265,4,
376,119,2267,4,
377,124,2271,4,
378,193,1923,4,
379,194,2400,4,
380,195,2401,4,
381,196,127,4,
382,197,2402,4,
383,62,2237,4,
384,71,2238,4,
385,42,2279,4,
386,47,2277,4,
387,52,2280,4,
388,49,2281,4,
389,65,2239,4,
390,68,2240,4,
391,84,2242,4,
392,44,2278,4,
393,81,2241,4,
394,123,2269,4,
401,61,2386,4,
402,72,2385,4,
403,41,2288,4,
404,22,2379,4,
405,53,2288,4,
406,50,2288,4,
407,66,2389,4,
408,141,2387,4,
409,69,2390,4,
410,85,2391,4,
421,201,2393,1,
422,201,2393,2,
423,201,2393,3,
424,201,2393,4,
461,221,2388,4,
462,221,1758,1,
463,221,1758,2,
464,221,1758,3,
465,222,2374,4,
466,222,1758,1,
467,222,1758,2,
468,222,1758,3,
469,223,2375,1,
470,223,2375,2,
471,223,2375,3,
472,223,2375,4,
501,109,2425,4,
4,3,1,1,
5,3,22,2,
23,21,1435,3,
21,21,1435,1,
22,21,1435,2,
24,22,2283,3,
25,22,2283,1,
26,22,2283,2,
81,61,2282,1,
82,61,2282,2,
83,61,2282,3,
84,62,1664,1,
85,62,1664,2,
86,62,26,3,
87,63,1664,1,
88,63,26,2,
89,64,2287,1,
90,64,133,2,
91,65,2287,1,
92,65,2287,2,
93,65,133,3,
94,66,1670,1,
95,66,1670,2,
96,66,1670,3,
97,67,2283,1,
98,67,21,2,
99,68,2283,1,
100,68,2283,2,
101,68,21,3,
102,69,1432,1,
103,69,1432,2,
104,69,1432,3,
105,70,2284,1,
106,70,148,2,
107,71,2284,1,
108,71,2284,2,
109,71,148,3,
110,72,1757,1,
111,72,1757,2,
112,72,1757,3,
113,73,1758,1,
114,73,146,2,
161,111,1923,1,
162,111,1923,2,
163,111,1923,3,
164,112,1911,1,
165,112,1911,2,
166,112,1911,3,
167,113,1935,1,
168,113,1935,2,
169,113,1935,3,
170,114,127,1,
171,114,127,2,
172,114,127,3,
173,115,2028,1,
174,115,2028,2,
175,115,2028,3,
176,106,1923,1,
1,1,1,1,
2,1,22,2,
3,1,21,3,
441,21,2392,4,
442,82,2388,4,
443,115,129,4,
481,113,2405,4,
482,112,2406,4,
41,41,2285,1,
42,41,2285,2,
43,41,2285,3,
44,42,2285,1,
45,42,2285,2,
46,42,22,3,
47,43,2285,1,
48,43,22,2,
49,45,2288,1,
50,45,24,2,
51,44,2288,1,
52,44,2288,2,
53,44,24,3,
54,46,2283,1,
55,46,21,2,
56,47,2283,1,
57,47,2286,2,
58,47,21,3,
59,51,2285,1,
60,51,22,2,
61,52,2285,1,
62,52,2285,2,
63,52,22,3,
64,53,2285,1,
65,53,2285,2,
66,53,2285,3,
67,48,2285,1,
68,48,22,2,
69,49,2285,1,
70,49,2285,2,
71,49,22,3,
72,50,2285,1,
73,50,2285,2,
74,50,2285,3,
121,81,1758,1,
122,81,1758,2,
123,81,146,3,
124,82,1758,1,
125,82,1758,2,
126,82,1758,3,
127,83,2285,1,
128,83,22,2,
129,84,2285,1,
130,84,2285,2,
131,84,22,3,
132,85,1431,1,
133,85,1431,2,
134,85,1431,3,
135,63,2237,3,
136,70,2238,3,
137,64,2239,3,
138,67,2240,3,
139,73,2241,3,
140,83,2242,3,
141,43,2279,3,
142,51,2280,3,
143,48,2281,3,
144,46,2277,3,
145,45,2278,3,
227,123,2268,1,
228,123,165,2,
229,123,2269,3,
230,124,2270,1,
231,124,360,2,
232,124,2271,3,
