1,10,"Creature\Basilisk\Basilisk.mdx",0.000000,1,1.000000,1,7,18.000000,12.000000,1.000000,0.000000,0,0,1,0.694400,2.083000,0.000000,-6.118240,-3.009243,-0.205842,2.773298,3.082281,2.069802,1.000000,
2,2,"Creature\BogBeast\BogBeast.mdx",0.000000,1,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,2,0.694400,2.083000,0.000000,-0.803960,-2.567924,-0.177568,1.745725,2.113652,2.841644,1.000000,
3,2,"Creature\Centaur\Centaur.mdx",0.000000,1,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,3,0.694400,2.083000,0.000000,-1.457067,-0.507095,-0.004720,0.991472,0.523132,2.763926,1.000000,
4,2,"Creature\CrystalSpider\CrystalSpider.mdx",0.000000,1,1.000000,1,0,18.000000,12.000000,1.000000,0.000000,0,0,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,
5,2,"Creature\DarkHound\DarkHound.mdx",0.000000,1,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,5,0.611100,1.667000,0.000000,-1.346205,-0.473692,-0.010816,0.819450,0.423427,1.619908,1.000000,
6,9,"Creature\DragonWhelp\DragonWhelp.mdx",0.000000,0,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,6,0.694400,2.083000,0.000000,-0.752446,-0.943528,0.979083,0.637078,0.966223,3.190623,1.000000,
8,0,"Creature\furbolg\Furbolg.mdx",0.000000,1,1.000000,1,7,18.000000,12.000000,1.000000,0.000000,0,0,8,0.611100,2.031000,0.000000,-0.586774,-0.951519,-0.000770,1.083751,0.951810,1.968149,1.000000,
9,3,"Creature\Ghost\Ghost.mdx",0.000000,1,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,9,0.611100,2.031000,0.000000,-1.888223,-1.920802,-0.331675,1.406232,1.536253,3.109601,1.000000,
10,0,"Creature\Gnoll\gnoll.mdx",0.000000,1,1.000000,1,7,18.000000,12.000000,1.000000,0.000000,0,0,10,0.611100,2.031000,0.000000,-0.773347,-0.695158,0.000415,0.731812,0.757685,1.756200,1.000000,
11,0,"Creature\Grell\Grell.mdx",0.000000,0,1.000000,1,4,18.000000,12.000000,1.000000,0.000000,0,0,11,0.472200,1.528000,0.000000,-1.463788,-0.768816,-0.002778,0.697103,0.748070,1.423259,1.000000,
12,1,"Creature\Harpy\Harpy.mdx",0.000000,1,1.000000,1,-1,18.000000,12.000000,1.000000,0.000000,0,0,12,0.694400,2.083000,0.000000,-0.560316,-1.667411,0.857127,0.604707,1.697262,4.541225,1.000000,
13,0,"Creature\HUFMCitizenLow\HUFMCitizenLow.mdx",0.000000,1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,13,0.509700,2.031000,0.000000,-0.198980,-0.378926,-0.014416,0.390325,0.322053,1.896097,1.000000,
14,0,"Creature\HUFMCitizenMid\HUFMCitizenMid.mdx",0.000000,1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,14,0.509700,2.031000,0.000000,-0.230800,-0.378927,-0.014415,0.390320,0.322057,1.883328,1.000000,
15,0,"Creature\HUFMMerchant\HUFMMerchant.mdx",0.000000,1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,15,0.509700,2.031000,0.000000,-0.198984,-0.378927,-0.014415,0.390320,0.322057,1.901672,1.000000,
16,0,"Creature\HumanThief\HumanThief.mdx",0.000000,1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,16,0.694400,2.083000,0.000000,-0.489163,-0.396401,-0.014425,0.580315,0.315949,1.775748,1.000000,
17,0,"Creature\HUMLBlackSmith\HUMLBlackSmith.mdx",0.000000,1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,17,0.509700,2.031000,0.000000,-0.294740,-0.582371,-0.007053,0.519454,0.555572,2.008623,1.000000,
18,0,"Creature\HUMLMagicSmith\HUMLMagicSmith.mdx",0.000000,1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,18,0.509700,2.031000,0.000000,-0.294740,-0.689696,-0.007052,0.617837,0.555572,2.275541,1.000000,
19,0,"Creature\HUMLMerchant\HUMLMerchant.mdx",0.000000,1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,19,0.509700,2.031000,0.000000,-0.293407,-0.581778,-0.006811,0.515013,0.554914,2.010396,1.000000,
20,0,"Creature\HUMLUpperCitizen\HUMLUpperCitizen.mdx",0.000000,1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,20,0.509700,2.031000,0.000000,-0.293581,-0.581822,-0.006811,0.515113,0.554888,2.050255,1.000000,
21,0,"Creature\HUMNGuardBig\HUMNGuardBig.mdx",0.000000,1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,21,0.509700,2.031000,0.000000,-0.524196,-0.470910,-0.002551,0.428390,0.517416,2.227501,1.000000,
22,0,"Creature\HUMSCitizenMid\HUMSCitizenMid.mdx",0.000000,1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,22,0.509700,2.031000,0.000000,-0.243617,-0.537318,-0.001459,0.503077,0.540586,2.024281,1.000000,
23,0,"Creature\HUMSMerchant\HUMSMerchant.mdx",0.000000,1,1.000000,1,1,18.000000,12.000000,1.000000,0.000000,0,0,23,0.509700,2.031000,0.000000,-0.243610,-0.537323,-0.001524,0.503073,0.540581,2.024281,1.000000,
