26,41,0,1,11069,12338,12339,12340,12341,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
30,41,0,2,11103,12357,12358,12359,12360,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
34,41,1,0,11119,11120,12846,12847,12848,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
28,41,1,1,11100,12353,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
27,41,1,2,11078,11080,12342,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1141,41,2,0,18459,18460,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
31,41,2,1,11108,12349,12350,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
29,41,2,2,11366,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
23,41,2,3,11083,12351,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
25,41,3,0,11095,12872,12873,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
24,41,3,1,11094,13043,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1639,41,3,3,29074,29075,29076,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1730,41,4,0,31638,31639,31640,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
33,41,4,1,11115,11367,11368,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
32,41,4,2,11113,0,0,0,0,0.000000,0.000000,0.000000,0.000000,29,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
1731,41,5,0,31641,31642,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
35,41,5,2,11124,12378,12398,12399,12400,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1733,41,6,0,34293,34295,34296,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
36,41,6,1,11129,0,0,0,0,0.000000,0.000000,0.000000,0.000000,33,0.000000,0.000000,2,0.000000,0.000000,1,0,0,0.000000,
1732,41,6,2,31679,31680,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1848,41,7,0,44440,44441,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1734,41,7,2,31656,31657,31658,31659,31660,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1849,41,8,0,44442,44443,44444,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1735,41,8,1,31661,0,0,0,0,0.000000,0.000000,0.000000,0.000000,36,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
1850,41,8,2,44445,44446,44448,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1851,41,9,1,44449,44469,44470,44471,44472,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1852,41,10,1,44457,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
70,61,0,0,11189,28332,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
37,61,0,1,11070,12473,16763,16765,16766,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1649,61,0,2,29438,29439,29440,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
73,61,1,0,11207,12672,15047,15052,15053,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
38,61,1,1,11071,12496,12497,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
62,61,1,2,11165,12475,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
65,61,1,3,11175,12569,12571,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
61,61,2,0,11151,12952,12953,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
69,61,2,1,12472,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
63,61,2,3,11185,12487,12488,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
741,61,3,0,16757,16758,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
66,61,3,1,11160,12518,12519,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
67,61,3,2,11170,12982,12983,12984,12985,0.000000,0.000000,0.000000,0.000000,62,0.000000,0.000000,1,0.000000,0.000000,0,0,0,0.000000,
1736,61,4,0,31667,31668,31669,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
72,61,4,1,11958,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
64,61,4,2,11190,12489,12490,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1737,61,5,0,31670,31672,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
68,61,5,2,11180,28592,28593,28594,28595,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
71,61,6,1,11426,0,0,0,0,0.000000,0.000000,0.000000,0.000000,72,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
1738,61,6,2,31674,31675,31676,31677,31678,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1740,61,7,1,31682,31683,31684,31685,31686,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1853,61,7,2,44543,44545,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1854,61,8,0,44546,44548,44549,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1741,61,8,1,31687,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
1855,61,8,2,44557,44560,44561,0,0,0.000000,0.000000,0.000000,0.000000,1741,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1856,61,9,1,44566,44567,44568,44570,44571,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1857,61,10,1,44572,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
74,81,0,0,11210,12592,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
76,81,0,1,11222,12839,12840,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
80,81,0,2,11237,12463,12464,16769,16770,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
78,81,1,0,6057,6085,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1650,81,1,1,29441,29444,29445,29446,29447,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
75,81,1,2,11213,12574,12575,12576,12577,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
82,81,2,0,11247,12606,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
81,81,2,1,11242,12467,12469,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
85,81,2,3,28574,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
83,81,3,0,11252,12605,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
88,81,3,1,11255,12598,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1142,81,3,3,18462,18463,18464,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1724,81,4,0,31569,31570,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
86,81,4,1,12043,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
77,81,4,3,11232,12500,12501,12502,12503,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1726,81,5,0,31574,31575,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
421,81,5,1,15058,15059,15060,0,0,0.000000,0.000000,0.000000,0.000000,86,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1725,81,5,2,31571,31572,31573,0,0,0.000000,0.000000,0.000000,0.000000,75,0.000000,0.000000,4,0.000000,0.000000,0,0,0,0.000000,
1727,81,6,0,31579,31582,31583,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
87,81,6,1,12042,0,0,0,0,0.000000,0.000000,0.000000,0.000000,421,0.000000,0.000000,2,0.000000,0.000000,1,0,0,0.000000,
1826,81,6,2,35578,35581,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1728,81,7,1,31584,31585,31586,31587,31588,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1843,81,7,2,44378,44379,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1844,81,8,0,44394,44395,44396,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1729,81,8,1,31589,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
1845,81,8,2,44397,44398,44399,0,0,0.000000,0.000000,0.000000,0.000000,1843,0.000000,0.000000,1,0.000000,0.000000,0,0,0,0.000000,
1846,81,9,1,44400,44402,44403,44404,44405,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
1847,81,10,1,44425,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
124,161,0,0,12282,12663,12664,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
130,161,0,1,16462,16463,16464,16465,16466,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
127,161,0,2,12286,12658,12659,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
126,161,1,0,12285,12697,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
641,161,1,1,12300,12959,12960,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
128,161,1,2,12287,12665,12666,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
131,161,2,0,12290,12963,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
137,161,2,1,12296,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,1,0,0,0.000000,
121,161,2,2,12834,12849,12867,0,0,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
136,161,3,1,12163,12711,12712,12713,12714,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,0,0,0,0.000000,
