98,0,2,1.000000,1.000000,1.000000,1,
91,0,1,1.000000,1.000000,1.000000,34,
87,0,1,1.000000,1.000000,1.000000,0,
61,0,2,1.000000,1.000000,1.000000,0,
83,0,2,1.000000,1.000000,1.000000,1,
84,8556,3,1.000000,1.000000,1.000000,0,
85,8556,3,1.000000,1.000000,1.000000,0,
1,0,0,1.000000,1.000000,1.000000,0,
2,0,1,1.000000,1.000000,1.000000,0,
3,8533,1,1.000000,1.000000,1.000000,0,
4,8534,1,1.000000,1.000000,1.000000,0,
5,8535,1,1.000000,1.000000,1.000000,0,
6,8536,2,1.000000,1.000000,1.000000,0,
7,8537,2,1.000000,1.000000,1.000000,0,
8,8538,2,1.000000,1.000000,1.000000,0,
21,0,1,1.000000,1.000000,1.000000,0,
22,8558,3,1.000000,1.000000,1.000000,0,
41,8556,3,1.000000,1.000000,1.000000,0,
42,8557,3,1.000000,1.000000,1.000000,0,
81,0,1,1.000000,1.000000,1.000000,0,
86,4994,1,1.000000,1.000000,1.000000,0,
90,0,1,1.000000,1.000000,1.000000,66,
97,8537,2,1.000000,1.000000,1.000000,1,
99,8535,1,1.000000,1.000000,1.000000,34,
100,8535,1,1.000000,0.823500,0.823500,90,
96,8537,2,1.000000,1.000000,1.000000,1,
