245,0,0,0,0,0,0.000000,0.000000,
246,-65,0,128,4,-1297,0.000000,0.000000,
247,0,-33,-65,-289,0,0.000000,0.000000,
248,-65,-33,-65,-289,-1297,0.000000,0.000000,
249,-65,0,128,0,2112,0.000000,0.000000,
265,-65,0,0,0,-3575,0.000000,0.000000,
285,4094,4094,4094,4094,4094,0.000000,0.000000,
305,3518,0,0,2204,64,0.000000,0.000000,
306,3518,1502,1534,1246,2286,0.000000,0.000000,
307,3518,0,128,1052,2286,0.000000,0.000000,
325,958,0,0,1022,64,0.000000,0.000000,
345,3518,64,3230,140,2254,0.000000,0.000000,
365,0,0,128,0,0,0.000000,0.000000,
366,4030,0,128,4,0,0.000000,0.000000,
367,3518,0,0,1086,0,0.000000,0.000000,
368,-1,-33,-1,-1,-1,0.000000,0.000000,
369,0,62430,62398,65246,0,0.000000,0.000000,
370,0,0,0,0,0,0.000000,-1.#QNAN0,
371,0,0,0,0,-1,-1.#QNAN0,0.000000,
372,0,0,0,0,-1,0.000000,0.000000,
