45,0,2924.379883,-798.429016,161.610992,8.000000,0.000000,0.000000,0.000000,0.000000,
71,0,-10645.900391,1179.060059,48.178101,27.000000,0.000000,0.000000,0.000000,0.000000,
78,0,-11208.500000,1685.339966,25.761200,7.000000,0.000000,0.000000,0.000000,0.000000,
84,0,16449.900391,16393.199219,69.444397,15.000000,0.000000,0.000000,0.000000,0.000000,
87,0,-9077.339844,-552.924988,60.347599,30.000000,0.000000,0.000000,0.000000,0.000000,
88,0,-9843.540039,127.525002,5.369800,10.000000,0.000000,0.000000,0.000000,0.000000,
97,0,-5660.330078,755.299011,389.605011,15.000000,0.000000,0.000000,0.000000,0.000000,
98,0,-11634.799805,-54.069698,13.443900,30.000000,0.000000,0.000000,0.000000,0.000000,
100,0,2019.349365,1904.359375,105.144447,7.000000,0.000000,0.000000,0.000000,0.000000,
101,0,-8761.849609,848.557007,87.805199,0.000000,4.972000,9.694000,7.444000,0.663200,
107,0,-8667.559570,623.562988,85.405403,7.000000,0.000000,0.000000,0.000000,0.000000,
145,0,-229.490005,1576.349976,78.890900,7.000000,0.000000,0.000000,0.000000,0.000000,
168,0,-5584.206543,759.832153,384.290161,15.000000,0.000000,0.000000,0.000000,0.000000,
169,0,-5586.459961,679.297974,384.954987,8.000000,0.000000,0.000000,0.000000,0.000000,
171,0,-5763.720215,-3439.580078,306.365997,50.000000,0.000000,0.000000,0.000000,0.000000,
173,0,1058.109985,1554.680054,-15.000000,90.000000,0.000000,0.000000,0.000000,0.000000,
175,0,-4086.360107,-2610.949951,46.014301,20.000000,0.000000,0.000000,0.000000,0.000000,
178,0,683.770996,-912.143982,174.500000,5.000000,0.000000,0.000000,0.000000,0.000000,
196,0,-12153.621094,894.013733,9.538913,80.000000,0.000000,0.000000,0.000000,0.000000,
197,0,-9796.179688,157.772995,25.387800,9.000000,0.000000,0.000000,0.000000,0.000000,
284,0,-8681.370117,434.406006,99.257896,7.000000,0.000000,0.000000,0.000000,0.000000,
