33620225,83952641,
134284801,16910593,
67240706,117573122,
16976130,50528771,
84083715,17040899,
67371780,100926724,
17107716,84214789,
134546949,17172741,
101057286,184944390,
67567879,134678023,
17303815,67633928,
101188872,134743816,
50987530,84542474,
134874634,17500426,
51053067,101385483,
134940427,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
0,0,
