4,1,14,"Durotar",-1962.499878,-7249.999512,1808.333252,-1716.666626,-1.#QNAN0,0,
9,1,215,"Mulgore",2047.916626,-3089.583252,-272.916656,-3697.916504,-1.#QNAN0,0,
11,1,17,"Barrens",2622.916504,-7510.416504,1612.499878,-5143.750000,-1.#QNAN0,0,
13,1,0,"Kalimdor",17066.599609,-19733.210938,12799.900391,-11733.299805,-1.#QNAN0,0,
14,0,0,"Azeroth",18171.970703,-22569.210938,11176.343750,-15973.343750,-1.#QNAN0,0,
15,0,36,"Alterac",783.333313,-2016.666626,1500.000000,-366.666656,-1.#QNAN0,0,
16,0,45,"Arathi",-866.666626,-4466.666504,-133.333328,-2533.333252,-1.#QNAN0,0,
17,0,3,"Badlands",-2079.166504,-4566.666504,-5889.583008,-7547.916504,-1.#QNAN0,0,
19,0,4,"BlastedLands",-1241.666626,-4591.666504,-10566.666016,-12800.000000,-1.#QNAN0,0,
20,0,85,"Tirisfal",3033.333252,-1485.416626,3837.499756,824.999939,-1.#QNAN0,0,
21,0,130,"Silverpine",3449.999756,-750.000000,1666.666626,-1133.333252,-1.#QNAN0,0,
22,0,28,"WesternPlaguelands",416.666656,-3883.333252,3366.666504,499.999969,-1.#QNAN0,0,
23,0,139,"EasternPlaguelands",-2287.500000,-6318.750000,3704.166504,1016.666626,-1.#QNAN0,0,
24,0,267,"Hilsbrad",1066.666626,-2133.333252,400.000000,-1733.333252,-1.#QNAN0,0,
26,0,47,"Hinterlands",-1575.000000,-5425.000000,1466.666626,-1100.000000,-1.#QNAN0,0,
27,0,1,"DunMorogh",1802.083252,-3122.916504,-3877.083252,-7160.416504,-1.#QNAN0,0,
28,0,51,"SearingGorge",-322.916656,-2554.166504,-6100.000000,-7587.499512,-1.#QNAN0,0,
29,0,46,"BurningSteppes",-266.666656,-3195.833252,-7031.249512,-8983.333008,-1.#QNAN0,0,
30,0,12,"Elwynn",1535.416626,-1935.416626,-7939.583008,-10254.166016,-1.#QNAN0,0,
32,0,41,"DeadwindPass",-833.333313,-3333.333252,-9866.666016,-11533.333008,-1.#QNAN0,0,
34,0,10,"Duskwood",833.333313,-1866.666626,-9716.666016,-11516.666016,-1.#QNAN0,0,
35,0,38,"LochModan",-1993.749878,-4752.083008,-4487.500000,-6327.083008,-1.#QNAN0,0,
36,0,44,"Redridge",-1570.833252,-3741.666504,-8575.000000,-10022.916016,-1.#QNAN0,0,
37,0,33,"Stranglethorn",2220.833252,-4160.416504,-11168.750000,-15422.916016,-1.#QNAN0,0,
38,0,8,"SwampOfSorrows",-2222.916504,-4516.666504,-9620.833008,-11150.000000,-1.#QNAN0,0,
39,0,40,"Westfall",3016.666504,-483.333313,-9400.000000,-11733.333008,-1.#QNAN0,0,
40,0,11,"Wetlands",-389.583313,-4525.000000,-2147.916504,-4904.166504,-1.#QNAN0,0,
41,1,141,"Teldrassil",3814.583252,-1277.083252,11831.250000,8437.500000,-1.#QNAN0,0,
42,1,148,"Darkshore",2941.666504,-3608.333252,8333.333008,3966.666504,-1.#QNAN0,0,
43,1,331,"Ashenvale",1699.999878,-4066.666504,4672.916504,829.166626,-1.#QNAN0,0,
61,1,400,"ThousandNeedles",-433.333313,-4833.333008,-3966.666504,-6899.999512,-1.#QNAN0,0,
81,1,406,"StonetalonMountains",3245.833252,-1637.499878,2916.666504,-339.583313,-1.#QNAN0,0,
101,1,405,"Desolace",4233.333008,-262.500000,452.083313,-2545.833252,-1.#QNAN0,0,
121,1,357,"Feralas",5441.666504,-1508.333252,-2366.666504,-6999.999512,-1.#QNAN0,0,
141,1,15,"Dustwallow",-974.999939,-6225.000000,-2033.333252,-5533.333008,-1.#QNAN0,0,
161,1,440,"Tanaris",-218.749985,-7118.749512,-5875.000000,-10475.000000,-1.#QNAN0,0,
181,1,16,"Aszhara",-3277.083252,-8347.916016,5341.666504,1960.416626,-1.#QNAN0,0,
182,1,361,"Felwood",1641.666626,-4108.333008,7133.333008,3299.999756,-1.#QNAN0,0,
201,1,490,"UngoroCrater",533.333313,-3166.666504,-5966.666504,-8433.333008,-1.#QNAN0,0,
241,1,493,"Moonglade",-1381.250000,-3689.583252,8491.666016,6952.083008,-1.#QNAN0,0,
261,1,1377,"Silithus",2537.500000,-945.833984,-5958.333984,-8281.250000,-1.#QNAN0,0,
281,1,618,"Winterspring",-316.666656,-7416.666504,8533.333008,3799.999756,-1.#QNAN0,0,
301,0,1519,"Stormwind",1722.916626,-14.583333,-7995.833008,-9154.166016,-1.#QNAN0,0,
321,1,1637,"Ogrimmar",-3680.601074,-5083.205566,2273.877197,1338.460571,-1.#QNAN0,0,
341,0,1537,"Ironforge",-713.591370,-1504.216431,-4569.241211,-5096.845703,-1.#QNAN0,0,
362,1,1638,"ThunderBluff",516.666626,-527.083313,-849.999939,-1545.833252,-1.#QNAN0,0,
381,1,1657,"Darnassis",2938.362793,1880.029541,10238.316406,9532.586914,-1.#QNAN0,0,
382,0,1497,"Undercity",873.192627,-86.182404,1877.945313,1237.841187,-1.#QNAN0,0,
401,30,2597,"AlteracValley",1781.249878,-2456.250000,1085.416626,-1739.583252,-1.#QNAN0,0,
443,489,3277,"WarsongGulch",2041.666626,895.833313,1627.083252,862.499939,-1.#QNAN0,0,
461,529,3358,"ArathiBasin",1858.333252,102.083328,1508.333252,337.500000,-1.#QNAN0,0,
462,530,3430,"EversongWoods",-4487.500000,-9412.500000,11041.666016,7758.333008,0.000000,0,
463,530,3433,"Ghostlands",-5283.333008,-8583.333008,8266.666016,6066.666504,0.000000,0,
464,530,3524,"AzuremystIsle",-10500.000000,-14570.833008,-2793.750000,-5508.333008,0.000000,0,
465,530,3483,"Hellfire",5539.583008,375.000000,1481.250000,-1962.499878,-1.#QNAN0,0,
466,530,0,"Expansion01",12996.039063,-4468.039063,5821.359375,-5821.359375,-1.#QNAN0,0,
467,530,3521,"Zangarmarsh",9475.000000,4447.916504,1935.416626,-1416.666626,-1.#QNAN0,0,
471,530,3557,"TheExodar",-11066.367188,-12123.137695,-3609.683350,-4314.371094,0.000000,0,
473,530,3520,"ShadowmoonValley",4225.000000,-1275.000000,-1947.916626,-5614.583008,-1.#QNAN0,0,
475,530,3522,"BladesEdgeMountains",8845.833008,3420.833252,4408.333008,791.666626,-1.#QNAN0,0,
476,530,3525,"BloodmystIsle",-10075.000000,-13337.499023,-758.333313,-2933.333252,0.000000,0,
477,530,3518,"Nagrand",10295.833008,4770.833008,41.666664,-3641.666504,-1.#QNAN0,0,
478,530,3519,"TerokkarForest",7083.333008,1683.333252,-999.999939,-4600.000000,-1.#QNAN0,0,
479,530,3523,"Netherstorm",5483.333008,-91.666664,5456.250000,1739.583252,-1.#QNAN0,0,
480,530,3487,"SilvermoonCity",-6400.750000,-7612.208496,10153.708984,9346.938477,0.000000,0,
481,530,3703,"ShattrathCity",6135.258789,4829.008789,-1473.954468,-2344.787842,-1.#QNAN0,0,
482,566,3820,"NetherstormArena",2660.416504,389.583313,2918.750000,1404.166626,-1.#QNAN0,0,
485,571,0,"Northrend",9217.152344,-8534.246094,10593.375000,-1240.890015,-1.#QNAN0,0,
486,571,3537,"BoreanTundra",8570.833008,2806.250000,4897.916504,1054.166626,-1.#QNAN0,0,
488,571,65,"Dragonblight",3627.083252,-1981.249878,5575.000000,1835.416626,-1.#QNAN0,0,
490,571,394,"GrizzlyHills",-1110.416626,-6360.416504,5516.666504,2016.666626,-1.#QNAN0,0,
491,571,495,"HowlingFjord",-1397.916626,-7443.749512,3116.666504,-914.583313,-1.#QNAN0,0,
492,571,210,"IcecrownGlacier",5152.083008,-47.916664,8460.416016,4993.750000,-1.#QNAN0,0,
493,571,3711,"SholazarBasin",6929.166504,2572.916504,7287.499512,4383.333008,-1.#QNAN0,0,
495,571,67,"TheStormPeaks",2793.750000,-5245.833008,10237.500000,4877.083008,-1.#QNAN0,0,
496,571,66,"ZulDrak",-600.000000,-5593.750000,7668.749512,4339.583008,-1.#QNAN0,0,
