86,2074,0,0.000000,0.000000,0.000000,0,
87,2074,1033,0.000000,10.087038,-0.000011,0,
88,2074,1767,0.000000,16.749023,0.528741,0,
89,2074,2500,0.000000,24.745222,1.565380,0,
90,2074,3333,0.000000,0.000000,0.000000,0,
135,2093,0,0.000000,0.000000,0.000000,0,
136,2093,4400,0.000000,0.000000,66.734962,0,
137,2093,6167,0.000000,0.000000,66.734962,0,
138,2093,9967,0.000000,0.000000,0.000000,0,
139,2093,11933,0.000000,0.000000,0.000000,0,
165,2565,0,0.000000,0.000000,0.000000,0,
166,2565,1333,-10.087038,0.000000,-0.000011,0,
167,2565,2800,-16.749023,0.000000,0.528741,0,
168,2565,4233,-24.745222,0.000000,1.565380,0,
169,2565,6633,0.000000,0.000000,0.000000,0,
42758,4170,0,0.000000,0.000000,0.000000,164,
42759,4170,5000,0.000000,0.000000,0.000000,162,
42760,4170,6100,0.000002,-0.000002,-1.754786,162,
42761,4170,6933,0.000005,-0.000005,-5.176656,162,
42762,4170,12867,0.000002,-0.000002,-56.811295,162,
42763,4170,13833,0.000002,-0.000002,-59.846001,162,
42764,4170,15000,0.000002,-0.000002,-61.244316,164,
42765,4170,20000,0.000002,-0.000002,-61.244316,162,
42766,4170,21333,0.000000,0.000000,-59.833206,162,
42767,4170,22233,0.000000,0.000000,-56.735229,162,
42768,4170,28133,0.000000,0.000000,-5.247490,162,
42769,4170,28800,0.000000,0.000000,-1.585038,162,
42770,4170,30033,0.000000,0.000000,0.000000,162,
42771,4171,0,0.000000,0.000000,0.000000,164,
42772,4171,5000,0.000000,0.000000,0.000000,162,
42773,4171,5900,0.000000,0.000000,1.201138,162,
42774,4171,6667,0.000000,0.000000,4.690253,162,
42775,4171,10567,0.000000,0.000003,32.550922,162,
42776,4171,13100,0.000000,0.000003,53.467518,162,
42777,4171,14067,0.000000,0.000003,59.584812,162,
42778,4171,15000,0.000000,0.000003,61.498127,164,
42779,4171,20000,0.000000,0.000003,61.498127,162,
42780,4171,21000,0.000000,0.000003,59.549297,162,
42781,4171,21800,0.000000,0.000003,54.273232,162,
42782,4171,25267,0.000000,0.000003,29.109110,162,
42783,4171,27933,0.000000,0.000000,8.591193,162,
42784,4171,28967,0.000000,0.000000,1.968553,162,
42785,4171,30000,0.000000,0.000000,0.000000,162,
227,4172,0,0.000000,0.000000,0.000000,0,
228,4172,5000,0.000000,0.000000,0.000000,0,
229,4172,6100,0.000002,-0.000002,-1.754786,0,
230,4172,6933,0.000005,-0.000005,-5.176656,0,
231,4172,12867,0.000002,-0.000002,-56.811295,0,
232,4172,13833,0.000002,-0.000002,-59.846001,0,
233,4172,15000,0.000002,-0.000002,-61.244316,0,
234,4172,20000,0.000002,-0.000002,-61.244316,0,
235,4172,21333,0.000000,0.000000,-59.833206,0,
236,4172,22233,0.000000,0.000000,-56.735229,0,
237,4172,28133,0.000000,0.000000,-5.247490,0,
238,4172,28800,0.000000,0.000000,-1.585038,0,
239,4172,30033,0.000000,0.000000,0.000000,0,
240,4173,0,0.000000,0.000000,0.000000,0,
241,4173,5000,0.000000,0.000000,0.000000,0,
242,4173,5900,0.000000,0.000000,1.201138,0,
243,4173,6667,0.000000,0.000000,4.690253,0,
244,4173,10567,-0.000003,0.000002,32.550922,0,
245,4173,13100,-0.000003,0.000002,53.467518,0,
246,4173,14067,-0.000003,0.000002,59.584812,0,
247,4173,15000,-0.000003,0.000002,61.498127,0,
248,4173,20000,-0.000003,0.000002,61.498127,0,
249,4173,21000,-0.000003,0.000002,59.549297,0,
250,4173,21800,-0.000003,0.000002,54.273232,0,
251,4173,25267,-0.000003,0.000002,29.109110,0,
252,4173,27933,0.000000,0.000000,8.591193,0,
253,4173,28967,0.000000,0.000000,1.968553,0,
254,4173,30000,0.000000,0.000000,0.000000,0,
92607,11898,0,0.000000,0.000000,0.000000,164,
92608,11898,5000,0.000000,0.000000,0.000000,162,
92609,11898,6100,-0.000003,0.000001,-1.754788,162,
92610,11898,6867,-0.000006,0.000003,-5.176656,162,
92611,11898,12867,-0.000007,0.000002,-124.866852,162,
92612,11898,13833,-0.000007,0.000002,-127.901558,162,
92613,11898,15000,-0.000007,0.000002,-129.299881,164,
92614,11898,20000,-0.000007,0.000002,-129.299881,162,
92615,11898,21333,-0.000004,0.000000,-127.888763,162,
92616,11898,22233,-0.000004,0.000000,-124.790787,162,
92617,11898,28133,0.000000,0.000000,-5.247491,162,
92618,11898,28800,0.000000,0.000000,-1.585036,162,
