1,0,0,119,65,0,11,42,8,0,0,"Dun Morogh",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,2,0,0.000000,0.000000,0,-500.000000,0.300000,0.000000,
2,0,40,120,64,0,11,0,9,0,0,"Longshore",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.000000,0.000000,
3,0,0,121,64,0,11,25,7,0,0,"Badlands",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.100000,0.000000,
4,0,0,122,64,0,11,210,7,0,0,"Blasted Lands",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.000000,0.000000,
7,0,33,123,64,0,11,0,3,0,0,"Blackwater Cove",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.000000,0.000000,
8,0,0,124,64,0,11,33,223,0,0,"Swamp of Sorrows",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.300000,0.000000,
9,0,12,125,1048640,0,11,35,1,0,0,"Northshire Valley",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.000000,0.000000,
10,0,0,617,64,0,11,40,2,0,0,"Duskwood",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.300000,0.000000,
11,0,0,618,64,0,11,44,227,0,0,"Wetlands",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.300000,0.000000,
12,0,0,126,64,0,11,35,1,0,0,"Elwynn Forest",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,2,0,0.000000,0.000000,0,-500.000000,0.000000,0.000000,
13,0,10,555,64,0,11,48,11,0,0,"The World Tree",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.000000,0.000000,
14,1,0,127,64,0,11,25,9,0,0,"Durotar",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,4,0,0.000000,0.000000,0,-500.000000,0.400000,0.000000,
15,1,0,128,64,0,11,33,227,0,0,"Dustwallow Marsh",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.400000,0.000000,
16,1,0,129,64,0,11,31,205,0,0,"Azshara",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.300000,0.000000,
17,1,0,130,64,0,11,38,7,0,0,"The Barrens",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,4,0,0.000000,0.000000,0,-500.000000,0.300000,0.000000,
18,0,12,131,64,0,11,35,1,0,7,"Crystal Lake",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.000000,0.000000,
19,0,33,574,64,0,11,32,3,0,40,"Zul'Gurub",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16712190,0,0,0.000000,0.000000,0,-500.000000,0.000000,0.000000,
