17,7016,4,3,
25,1542,21,3,
35,472,17,2,
36,5194,21,3,
37,14029,21,3,
38,9891,4,0,
39,9892,7,0,
40,10141,8,0,
41,4553,6,0,
42,4562,6,0,
43,9938,8,0,
44,9937,7,0,
45,3265,4,0,
46,4528,6,0,
47,9915,8,0,
48,9913,7,0,
49,9906,4,0,
50,4535,6,0,
51,9946,8,0,
52,9945,7,0,
53,9944,4,0,
54,4541,6,0,
55,9929,8,0,
56,12647,20,0,
57,12645,20,0,
58,4499,6,0,
59,3261,8,0,
60,16891,5,0,
61,16953,7,0,
77,2645,5,0,
79,16847,7,0,
80,16854,8,0,
85,16883,5,0,
86,4525,6,0,
87,261,8,0,
88,374,7,0,
89,7848,4,0,
90,4519,6,0,
91,368,7,0,
92,249,8,0,
93,369,4,0,
94,4522,6,0,
95,242,8,0,
97,12662,20,0,
98,4524,6,0,
99,257,8,0,
100,372,7,0,
101,373,4,0,
102,4523,6,0,
103,5901,8,0,
104,370,7,0,
105,371,4,0,
113,365,7,0,
114,245,8,0,
115,4517,6,0,
117,2473,0,0,
118,15710,0,0,
119,5702,4,0,
120,10006,7,0,
121,10008,8,0,
122,4538,6,0,
123,383,4,0,
124,3268,7,0,
125,3269,8,0,
126,4543,6,0,
127,9996,4,0,
128,396,7,0,
129,9977,8,0,
130,4572,6,0,
131,4542,6,0,
132,295,8,0,
133,7912,4,0,
134,387,4,0,
135,386,7,0,
136,311,8,0,
137,4540,6,0,
138,9346,4,0,
139,9988,7,0,
140,9992,8,0,
141,4507,6,0,
143,2080,14,4,
146,4544,6,0,
147,9975,7,0,
148,9976,4,0,
149,4569,6,0,
150,392,7,0,
151,393,4,0,
152,4570,6,0,
153,10050,7,0,
154,10058,4,0,
155,4571,6,0,
156,394,7,0,
157,395,4,0,
159,18084,0,0,
182,7038,0,0,
184,362,18,0,
192,5279,21,3,
193,16579,5,0,
194,16580,7,0,
195,16582,8,0,
200,16777,5,0,
201,16778,7,0,
202,16780,8,0,
203,16779,10,0,
209,17140,7,0,
210,14444,8,0,
236,14278,5,0,
237,14476,7,0,
238,14474,8,0,
239,14475,10,0,
285,16101,5,0,
286,10400,7,0,
287,12745,8,0,
414,21904,0,0,
422,6352,0,0,
527,7090,0,0,
537,6629,0,0,
555,11206,0,0,
556,6625,0,0,
647,20190,17,1,
710,16936,9,0,
711,16581,10,0,
714,14445,10,0,
718,6986,10,0,
719,16970,10,0,
720,2368,10,0,
723,7369,0,0,
724,6385,0,0,
725,6671,0,0,
727,26577,13,3,
728,1102,0,0,
729,7407,0,0,
730,7394,0,0,
731,8802,0,0,
732,7395,0,0,
733,6428,0,0,
734,7093,0,0,
735,7093,0,0,
737,926,0,0,
738,1297,0,0,
739,11994,0,0,
740,11998,0,0,
741,7391,0,0,
742,928,0,0,
743,929,0,0,
744,18059,12,0,
745,1102,0,0,
746,3865,19,0,
748,1102,0,0,
750,1116,0,0,
751,1515,21,3,
752,1272,0,0,
753,20094,13,3,
754,20218,13,3,
755,6677,0,0,
756,6264,17,1,
759,942,0,0,
761,1208,0,0,
763,17007,9,0,
765,18088,0,0,
766,19621,21,3,
767,20443,17,2,
768,5012,21,3,
769,6348,0,0,
770,6630,0,0,
771,1225,0,0,
772,7066,0,0,
773,7137,0,0,
774,6663,0,0,
776,6452,13,3,
777,959,0,0,
778,6259,21,1,
779,7714,0,0,
780,6628,0,0,
781,19644,21,3,
782,1329,0,0,
783,6687,0,0,
784,1438,0,0,
785,7341,0,0,
786,7391,0,0,
787,24697,0,0,
788,5750,21,3,
789,19699,21,3,
790,19401,21,3,
791,20334,17,2,
792,16855,8,0,
793,14449,10,0,
794,14450,7,0,
795,14154,5,0,
796,22973,8,0,
797,17068,10,0,
798,22972,7,0,
799,2106,5,0,
804,2588,18,0,
805,2586,18,0,
806,2585,18,0,
807,7356,0,0,
808,7353,0,0,
809,20033,13,3,
810,19726,13,3,
811,19137,13,3,
812,20257,17,2,
813,6618,0,0,
814,18084,0,0,
816,6472,13,3,
818,6613,0,0,
820,6470,13,3,
821,17102,5,0,
823,7014,0,0,
826,19271,13,3,
827,3498,13,3,
828,2584,18,0,
829,1272,0,0,
832,6847,6,0,
833,22978,12,0,
835,1007,0,0,
836,1007,0,3,
837,14466,5,0,
838,14468,7,0,
839,14467,10,0,
840,16821,8,0,
841,1270,0,0,
842,7015,0,0,
843,14470,8,0,
844,2101,10,0,
845,9640,7,0,
846,14472,5,0,
847,1019,5,0,
848,697,7,0,
849,6869,8,0,
850,6871,10,0,
851,22077,13,3,
852,8287,13,3,
853,22102,13,3,
854,22147,17,2,
855,1281,18,0,
856,1025,18,0,
857,4056,18,0,
858,15711,0,0,
859,9880,4,0,
860,3443,8,0,
862,18397,11,0,
863,19213,13,3,
864,26579,13,3,
865,5212,13,3,
866,20357,17,2,
867,17180,10,0,
868,19713,13,3,
869,5163,13,3,
870,33458,17,1,
871,19235,13,3,
872,19242,17,1,
873,20298,17,2,
875,6423,0,0,
876,1680,14,4,
877,7099,0,0,
878,9200,0,0,
880,20382,17,2,
883,7088,0,0,
884,6368,0,0,
885,8494,13,3,
886,20093,13,3,
887,6680,0,0,
888,17182,10,0,
889,3022,0,0,
890,20386,17,2,
892,16950,10,0,
893,959,0,0,
894,6642,0,0,
895,7103,0,0,
896,959,0,0,
897,17011,9,0,
898,959,0,0,
899,6459,13,3,
900,7014,0,0,
901,7014,0,0,
902,7014,0,0,
903,7014,0,0,
905,1057,3,0,
906,1058,3,0,
907,6480,3,0,
908,6545,3,0,
909,6557,3,0,
910,3024,0,0,
911,28628,17,1,
913,20170,17,1,
914,2829,5,0,
915,1272,0,0,
916,7589,0,0,
917,1080,5,0,
918,1283,18,0,
920,19703,13,3,
921,7588,0,0,
922,22097,17,1,
923,22080,21,3,
